productName,companyName,receptionNumber
Thực phẩm bảo vệ sức khỏe LIVERMATE,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ ĐẦU TƯ HÙNG DŨNG,1/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ PRESURE MOM,CÔNG TY CỔ PHẦN DƯỢC PHẨM K&K,4/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe MEN TIÊU HÓA ZYMUCAN ENZYME PRO,CÔNG TY CỔ PHẦN DƯỢC PHẨM AMOMA NHẬT BẢN,2/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe AN ĐƯỜNG MIDA,CÔNG TY TNHH MIDAPHARMA,3/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ABH VIÊN KHỚP MSM,CÔNG TY CỔ PHẦN DP QUỐC TẾ NACOPHAR,8/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ ANTACNE BẢO TÂM ĐƯỜNG,CÔNG TY TNHH BẢO TÂM ĐƯỜNG,6/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe VƯƠNG TRI ĐAN,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM THIÊN NHIÊN LYON,9695/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên THYROID TONIC,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ SẢN XUẤT Y DƯỢC CQC,9694/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ BỔ MÁU FERON X3 HQC,CÔNG TY TNHH DƯỢC PHẨM HQC HOA KỲ,9690/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe IVY LIVER COOL,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM IVY LIFE,9692/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ BONMAX CALCI MILK,CÔNG TY CỔ PHẦN DƯỢC PHẨM FAMAX,9693/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Đông Trùng Linh Chi Pharnewton,CÔNG TY TNHH DƯỢC PHẨM NEWTON,9689/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên THYROID TONIC,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ SẢN XUẤT Y DƯỢC CQC,9694/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ BỔ MÁU FERON X3 HQC,CÔNG TY TNHH DƯỢC PHẨM HQC HOA KỲ,9690/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe IVY LIVER COOL,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM IVY LIFE,9692/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ BONMAX CALCI MILK,CÔNG TY CỔ PHẦN DƯỢC PHẨM FAMAX,9693/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Đông Trùng Linh Chi Pharnewton,CÔNG TY TNHH DƯỢC PHẨM NEWTON,9689/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên THYROID TONIC,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ SẢN XUẤT Y DƯỢC CQC,9694/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ BỔ MÁU FERON X3 HQC,CÔNG TY TNHH DƯỢC PHẨM HQC HOA KỲ,9690/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe IVY LIVER COOL,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM IVY LIFE,9692/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ BONMAX CALCI MILK,CÔNG TY CỔ PHẦN DƯỢC PHẨM FAMAX,9693/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Đông Trùng Linh Chi Pharnewton,CÔNG TY TNHH DƯỢC PHẨM NEWTON,9689/2023/ĐKSP
THỰC PHẨM BẢO VỆ SỨC KHỎE: PT ESTER-C,CÔNG TY TNHH BÁN BUÔN XUẤT NHẬP KHẨU TC,9679/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ Diamond Collagen Daily,CÔNG TY TNHH SẢN XUẤT DƯỢC MỸ PHẨM VÀ TRUYỀN THÔNG TRIỆU SƠN,9678/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Cosma - Bacillus 5T,CÔNG TY TNHH DP QUỐC TẾ DIAMOND PHARMA,9674/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Onebe canxi sữa,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG VIỄN ĐÔNG,9677/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Cosma - Vitamin D3+K2,CÔNG TY TNHH DP QUỐC TẾ DIAMOND PHARMA,9675/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Đại Tràng Nguyên Tâm- NG,CÔNG TY CỔ PHẦN SẢN XUẤT VÀ THƯƠNG MẠI DƯỢC PHẨM NATURAL GOLD,9676/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Fero Intend,CÔNG TY CỔ PHẦN THƯƠNG MẠI INTEND PHARMA,9671/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe THYMOPRO EUROMED,CÔNG TY TNHH XUẤT NHẬP KHẨU Y DƯỢC QUỐC TẾ EUROMED,9668/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Beautiful MiA EDO,CÔNG TY TNHH DƯỢC PHẨM AN PHÚ GROUP,9669/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ Bổ Huyết An Kinh Anka DABUKI,CÔNG TY TNHH DƯỢC MỸ PHẨM AN KHANG,9672/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe LIVER SILYMARIN B-COMPLEX EXTRA,CÔNG TY CỔ PHẦN DƯỢC PHẨM M D PHARCO,9673/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe CALCI NEPHACAL,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ NESPHARMA,9670/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe BIOLUS,CÔNG TY TNHH GOLDEN HEALTH USA,9667/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe REAL OMEGA-3,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM 3C,9666/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe ENTERO LIVE,CÔNG TY TNHH DƯỢC PHẨM - TMDV PHƯƠNG HOA,9665/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe DƯỠNG KHỚP CND,CÔNG TY TNHH SÂM BẮC MỸ CND,9681/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe DRATILAZ,Công ty cổ phần đầu tư dược phẩm SUM,9684/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Metit CalBio HTC mega,CÔNG TY TRÁCH NHIỆM HỮU HẠN DƯỢC PHẨM VÀ THIẾT BỊ Y TẾ HTC MEGA,9685/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Fefolic plus++ Health care,CÔNG TY TNHH DƯỢC MỸ PHẨM QUỐC TẾ HEALTH CARE,9683/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên ngậm thảo mộc Gezcup Hà Thủ Ô,CÔNG TY TNHH TINH HOA THIÊN NHIÊN,9680/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe H-Liver,CÔNG TY CỔ PHẦN DƯỢC PHẨM DOPHARCO,9659/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe ALPHA ASTRA,CÔNG TY TNHH DƯỢC PHẨM KIMIKO,9658/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe OMEXXEL SLIM,Công ty Cổ phần Reli USA,9657/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe OMEXXEL MENO,Công ty Cổ phần Reli USA,9656/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe PQ SLIM,CÔNG TY TNHH KINH DOANH THƯƠNG MẠI PQ ANH AN,9655/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe SAZAI,CÔNG TY TNHH SUPHARMCO,9654/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe KATICUF Syrup,CÔNG TY CỔ PHẦN NUTRAMED,9653/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Chela-Ferr Bio-complex,CÔNG TY TNHH DƯỢC PHẨM SABINA,9652/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe ÍCH KHANG HẬU,CÔNG TY TNHH MAMA LOVE,9651/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Vitamin 3B- DOVEPHAR,CÔNG TY CỔ PHẦN DƯỢC DOVEPHAR,9650/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe SAZAI,CÔNG TY TNHH SUPHARMCO,9654/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe KATICUF Syrup,CÔNG TY CỔ PHẦN NUTRAMED,9653/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Chela-Ferr Bio-complex,CÔNG TY TNHH DƯỢC PHẨM SABINA,9652/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe ÍCH KHANG HẬU,CÔNG TY TNHH MAMA LOVE,9651/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Vitamin 3B- DOVEPHAR,CÔNG TY CỔ PHẦN DƯỢC DOVEPHAR,9650/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Vitamin D3 Oral Spray,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM GIA PHAN,9649/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Vitamin 3B Việt Mỹ,CÔNG TY TNHH MỘT THÀNH VIÊN KINH DOANH THƯƠNG MẠI VIỆT MỸ,9648/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN DẦU CÁ DI-A,CÔNG TY TNHH IRON SPIRIT,9647/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Gaba Brain TH,CÔNG TY CỔ PHẦN DƯỢC TÍN HƯNG,9646/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Sâm nước HANSE GINGSENG,CÔNG TY TNHH APHAR CM,9645/2023/ĐKSP
Thực Phẩm Bảo Vệ Sức Khỏe Viên Sáng Da Đẹp Da Glutathion 500 Hanvifa Gold,CÔNG TY CỔ PHẦN DƯỢC THẢO HANVIFA VIỆT NAM,9639/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe BEAUTYCARE GNCom,CÔNG TY CỔ PHẦN GNCOM VIỆT NAM,9638/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe BIOPROBY,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ EUROPHAR,9637/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe NUTRICLÉ DODO COMPLEX,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NOVA GROUP,9636/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Iron Hemopolyn,CÔNG TY TNHH THƯƠNG MẠI VÀ THẢO DƯỢC TÂN BẢO PHÁT,9635/2023/ĐKSP
Thực Phẩm Bảo Vệ Sức Khỏe Viên Sáng Da Đẹp Da Glutathion 500 Hanvifa Gold,CÔNG TY CỔ PHẦN DƯỢC THẢO HANVIFA VIỆT NAM,9639/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe BEAUTYCARE GNCom,CÔNG TY CỔ PHẦN GNCOM VIỆT NAM,9638/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe BIOPROBY,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ EUROPHAR,9637/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe NUTRICLÉ DODO COMPLEX,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NOVA GROUP,9636/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Iron Hemopolyn,CÔNG TY TNHH THƯƠNG MẠI VÀ THẢO DƯỢC TÂN BẢO PHÁT,9635/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ ALPHA.DNA VN,CÔNG TY CỔ PHẦN DƯỢC PHẨM ALPHA DNA VIỆT NAM,9625/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Đạm sữa Đa vi Chất Wpromin SharVino,Công Ty Cổ Phần Dược Phẩm Sharvin Group,9624/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN HO SHARVIN,Công Ty Cổ Phần Dược Phẩm Sharvin Group,9623/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe ZINC-CK,CÔNG TY TNHH CÔNG NGHỆ SINH HỌC MEDIPHARM,9628/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Dr.bee Zinc Kids One,CÔNG TY TNHH GOOD LIFE PHARMA VIỆT NAM,9627/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe IVY LIM,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM IVY LIFE,9621/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Airlinas An Niệu Khang,CÔNG TY TNHH XUẤT NHẬP KHẨU VÀ THƯƠNG MẠI THUẬN AN,9629/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe VITA-CK,CÔNG TY TNHH CÔNG NGHỆ SINH HỌC MEDIPHARM,9626/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe CALCI TRUCAL D3,CÔNG TY TNHH DƯỢC PHẨM PHOENIX PHARMA,9622/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ HOẠT HUYẾT TĐ SAPPHIRE,CÔNG TY TNHH DƯỢC PHẨM SAPPHIRE,9618/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ SPALATINUM,CÔNG TY TNHH DP QUỐC TẾ THIÊN TRƯỜNG,9616/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe HOS ISKANDER-A5 NEW WORLD,CÔNG TY CỔ PHẦN DƯỢC PHẨM NEW WORLD,9614/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Broad Spectrum Probiotic,CÔNG TY TNHH PENTAVITE VIỆT NAM,9615/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe PHÚC HƯNG LONG ESSENTIAL,CÔNG TY TNHH DƯỢC LIỆU TÂM TÂM AN,9619/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe BRAIN EYES VINPHARMA,CÔNG TY CỔ PHẦN TẬP ĐOÀN VINPHARMA VIỆT NAM,9611/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Thanh nhiệt mát gan Liver Newtokid,CÔNG TY TNHH DƯỢC PHẨM NEWTON,9612/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Lady week,CÔNG TY TNHH MEDICAMENT ÁNH DƯƠNG,9617/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Probiotic + Pregnancy & Breastfeeding,CÔNG TY TNHH PENTAVITE VIỆT NAM,9613/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ Siro NARUTIN,CÔNG TY TNHH THƯƠNG MẠI VÀ ĐẦU TƯ THIÊN VINH,9610/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên xương khớp VƯƠNG THẢO KIỆN CỐT EXTRA,Công ty cổ phần thung lũng dược phẩm xanh Việt Nam,9609/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Nutri Evening Primrose Oil,CÔNG TY TNHH DƯỢC MỸ PHẨM SỨC KHỎE VÀNG,9608/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ TAMIN TAFE,CÔNG TY TNHH TAMIN PHARMA,9607/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ JOINT MATE,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ ĐẦU TƯ HÙNG DŨNG,9606/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ ENCAC,CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU HOÀNG AN,9605/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ BURN MAX,CÔNG TY CỔ PHẦN NAGAIA,9604/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN BỔ TK VITAMIN 3B,CÔNG TY CỔ PHẦN LIÊN DOANH DƯỢC PHẨM TPP - FRANCE,9603/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe BỔ THẬN DƯƠNG THIỆN PHÚC,CÔNG TY CỔ PHẦN ĐÔNG NAM DƯỢC THIỆN PHÚC,9602/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe APEKCARE HOẠT HUYẾT TĐ,CÔNG TY CỔ PHẦN DƯỢC PHẨM APEKCARE,9601/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ BIO SUPER MED,CÔNG TY TNHH DƯỢC PHẨM MEDTECHPHAR,9600/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Hoạt huyết tiền đình Asuka,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ ASUKA,9599/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Ginkgo biloba.fr,CÔNG TY TNHH DƯỢC PHẨM CPJ GERMANY,9598/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ OxyBOPHE,CÔNG TY TNHH DƯỢC PHẨM OXYPHARMA,9597/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe ENTER 4 BILL QUALY,CÔNG TY TNHH DƯỢC PHẨM QUALY PHARMA,9596/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN SÁNG MẮT ASAHI,CÔNG TY CỔ PHẦN LIÊN DOANH DƯỢC PHẨM TAKADA NHẬT BẢN,9595/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Pharma Tonic GoldMax,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ NATUREHEALTH VIỆT NAM,9594/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe FFC Sharp Vision,Công Ty TNHH Fine Việt Nam,9593/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Ngọc Linh FT,CÔNG TY CỔ PHẦN DƯỢC PHẨM FOOD TECH,9592/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Minh Thông Tâm,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ SẢN XUẤT ÂU CƠ,9591/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Men tiêu hoá Entergro Kẽm,CÔNG TY CỔ PHẦN PHÁT TRIỂN THƯƠNG MẠI MEKONG VIỆT NAM,9590/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Sắt nhỏ giọt ORIFERON BABY,CÔNG TY CỔ PHẦN DƯỢC PHẨM LIÊN DOANH FOXS – USA,9589/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe LAPIS CANXI NEZI,CÔNG TY TNHH DƯỢC PHẨM LAPIS PHARMA,9588/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên ăn ngủ ngon Satomi gold,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ ASUKA,9587/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe APEKCARE ROCMEN,CÔNG TY CỔ PHẦN DƯỢC PHẨM APEKCARE,9586/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe MATIVIT DHA,CÔNG TY CỔ PHẦN KD & TM QUỐC TẾ FRANCE CARE,9565/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe UNA AN NỮ KHANG,CÔNG TY TNHH THẢO DƯỢC THÀNH NAM - FRANCE,9581/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe LAPIS CANXI NEZI,CÔNG TY TNHH DƯỢC PHẨM LAPIS PHARMA,9588/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên ăn ngủ ngon Satomi gold,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ ASUKA,9587/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe APEKCARE ROCMEN,CÔNG TY CỔ PHẦN DƯỢC PHẨM APEKCARE,9586/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe MATIVIT DHA,CÔNG TY CỔ PHẦN KD & TM QUỐC TẾ FRANCE CARE,9565/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe UNA AN NỮ KHANG,CÔNG TY TNHH THẢO DƯỢC THÀNH NAM - FRANCE,9581/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ VIÊN UỐNG KYNAM,Công ty TNHH Thương mại Đầu tư Sư Tử Vàng,9577/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe SIROHO BỔ PHẾ HSM,CÔNG TY CỔ PHẦN SAO MAI,9583/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe ZIN C RIVAGOLD,CÔNG TY TNHH XUẤT NHẬP KHẨU THẢO DƯỢC RIVALIFE VIỆT NAM,9582/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe DẠ DÀY ALPHA,CÔNG TY TNHH DƯỢC PHẨM GIA THÀNH ALPHA,9572/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe FE MAMA DHA TL,CÔNG TY TNHH TM DƯỢC PHẨM THĂNG LONG,9573/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ VIÊN UỐNG KYNAM,Công ty TNHH Thương mại Đầu tư Sư Tử Vàng,9577/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe SIROHO BỔ PHẾ HSM,CÔNG TY CỔ PHẦN SAO MAI,9583/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe ZIN C RIVAGOLD,CÔNG TY TNHH XUẤT NHẬP KHẨU THẢO DƯỢC RIVALIFE VIỆT NAM,9582/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe DẠ DÀY ALPHA,CÔNG TY TNHH DƯỢC PHẨM GIA THÀNH ALPHA,9572/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe FE MAMA DHA TL,CÔNG TY TNHH TM DƯỢC PHẨM THĂNG LONG,9573/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe IVY HOSR,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM IVY LIFE,9569/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe CETOGIN,CÔNG TY TNHH DƯỢC PHẨM MEDTECHPHAR,9568/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ Na'li Đông Trùng Linh Chi,CÔNG TY TNHH NA BEAUTY NATURAL,9567/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe MAGIE B6- DOVEPHAR,CÔNG TY CỔ PHẦN DƯỢC DOVEPHAR,9566/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe n An thần Đan,CÔNG TY TNHH DƯỢC PHẨM NAPHARCO,9564/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe An niệu Traphaco,công ty cổ phần Traphaco,9563/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe siro Dưỡng phế Trường Thọ,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRƯỜNG THỌ,9562/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe OSMOTICONE,CÔNG TY TNHH DƯỢC PHẨM LEHUTRA,9561/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Oxy ZinC Gold,CÔNG TY TNHH DƯỢC PHẨM OXYPHARMA,9560/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Đạm dinh dưỡng truepharton,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ YSUKA,9559/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe YẾN HUYẾT ĂN NGON INOMEX,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG INOMEX,9558/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe HAPPY BONES,CÔNG TY TNHH HAPPYWAY,9556/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Entero Blue,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN BLUE&BLUE,9554/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe ZinC VitaminC Boobi,CÔNG TY TNHH DP QUỐC TẾ ENGLAND PHARMA,9552/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe PEGANO PLATINUM,CÔNG TY TNHH DƯỢC PHẨM PHẠM GIA,9555/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe YẾN HUYẾT ĂN NGON INOMEX,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG INOMEX,9558/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe HAPPY BONES,CÔNG TY TNHH HAPPYWAY,9556/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Entero Blue,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN BLUE&BLUE,9554/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe ZinC VitaminC Boobi,CÔNG TY TNHH DP QUỐC TẾ ENGLAND PHARMA,9552/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe PEGANO PLATINUM,CÔNG TY TNHH DƯỢC PHẨM PHẠM GIA,9555/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe EVA GLUTA,CÔNG TY CỔ PHẦN SAO MAI,9548/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe DẠ DÀY CHỮ A AN DẠ GOLD,CÔNG TY TNHH EXTRA KING DƯỢC,9540/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Khớp Vai Gáy Vạn Sinh Châu,CÔNG TY TNHH VẠN SINH P&B,9538/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ ORAFIL FOS,CÔNG TY CỔ PHẦN DƯỢC PHẨM NHẤT LỘC,9544/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe CANXI PROMIDA,CÔNG TY TNHH MIDAPHARMA,9543/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe FLEXSHAK 1500 PLUS,CÔNG TY CỔ PHẦN SAO MAI,9547/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe VITA CORDY,CÔNG TY CỔ PHẦN SAO MAI,9546/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe ZTRIX,CÔNG TY TNHH DƯỢC PHẨM ZIO PHARMA,9545/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Hairmida,CÔNG TY TNHH MIDAPHARMA,9542/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe PREVITA PLUS,CÔNG TY CỔ PHẦN DƯỢC THĂNG LONG,9541/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Bổ Bầu Alpha Mama Acid Folic,CÔNG TY TNHH NHẤT TÂM PHARMA,9539/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ VIÊN BỔ THẬN TAMDAO TRÙNG THẢO,HTX NẤM TAM ĐẢO,9537/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Bropamin,CÔNG TY TNHH DƯỢC PHẨM PANAPHAR,9536/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN UỐNG GIẢI ĐỘC GAN LIVER - PRO,CÔNG TY TNHH D&H RETEK USA,9535/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Calci Magne UP,CÔNG TY TNHH PHÁT TRIỂN VÀ ĐẦU TƯ THƯƠNG MẠI ĐỖ GIA HÀ NỘI,9534/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe BEAUTY PARIS,CÔNG TY TNHH DƯỢC PHẨM POLYPHARM,9533/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe GROW KIDS,CÔNG TY CỔ PHẦN DƯỢC PHẨM LIÊN DOANH EUROCARE,9532/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Mine-vitals,CÔNG TY TNHH TM QUYẾT THẮNG,9531/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ TRÙNG THẢO AD GOLD,CÔNG TY TNHH MTV TẬP ĐOÀN PHARMA THÀNH PHONG,9530/2023/ĐKSP
